,일자,구,일반승차인원,일반하차인원,일반환승인원,청소년승차인원,청소년하차인원,청소년환승인원,어린이승차인원,어린이하차인원,어린이환승인원,미분류승차인원,미분류하차인원,미분류환승인원
494,2023년 06월 07일,유성구,144782,130868,31949,152864,137213,33329,145445,131462,31985,144782,130868,31949
495,2023년 06월 08일,동구,151330,133688,40107,159508,139811,41615,151982,134285,40163,151371,133739,40107
496,2023년 06월 08일,서구,224998,195331,53899,235377,203315,55530,225832,196018,53955,224998,195331,53899
497,2023년 06월 08일,중구,119876,108613,26450,128011,114067,27686,120518,109127,26492,119876,108613,26450
498,2023년 06월 08일,대덕구,81064,71989,16791,85803,75142,17321,81509,72320,16812,81065,71989,16791
499,2023년 06월 08일,유성구,143786,129896,31067,151824,136245,32379,144393,130435,31111,143786,129896,31067
500,2023년 06월 09일,동구,161523,142605,40874,170311,149146,42466,162249,143306,40946,161580,142670,40874
501,2023년 06월 09일,서구,233658,202789,55985,244933,211398,57831,234614,203543,56059,233658,202789,55985
502,2023년 06월 09일,중구,126482,115039,27608,135340,121004,28907,127185,115585,27666,126482,115039,27608
503,2023년 06월 09일,대덕구,80624,71497,16011,85334,74733,16572,81069,71828,16038,80625,71498,16011
504,2023년 06월 09일,유성구,148269,133289,31408,156772,140061,32764,149021,133946,31446,148269,133289,31408
505,2023년 06월 10일,동구,124631,110590,27962,129399,114234,28823,125631,111449,28097,124670,110640,27962
506,2023년 06월 10일,서구,163023,140676,37395,171305,146909,38643,164490,141913,37567,163023,140676,37395
507,2023년 06월 10일,중구,95493,87036,18674,100628,90944,19407,96516,87881,18757,95493,87036,18674
508,2023년 06월 10일,대덕구,52765,46149,9562,55529,48025,9916,53226,46521,9588,52765,46149,9562
509,2023년 06월 10일,유성구,95928,87530,19114,101051,91776,19951,97062,88536,19264,95928,87530,19114
510,2023년 06월 11일,동구,96116,81697,20104,100313,84870,20867,96741,82215,20185,96150,81736,20104
511,2023년 06월 11일,서구,113419,98709,26083,119877,103640,27065,114513,99620,26222,113419,98709,26083
512,2023년 06월 11일,중구,68627,61149,13238,72495,63988,13794,69393,61795,13314,68627,61149,13238
513,2023년 06월 11일,대덕구,36254,31837,6128,38152,33137,6385,36645,32137,6167,36255,31837,6128
514,2023년 06월 11일,유성구,67200,63050,13768,70985,66240,14372,68086,63845,13885,67200,63050,13768
515,2023년 06월 12일,동구,152274,133626,40235,160827,139909,41817,152922,134210,40286,152318,133680,40235
516,2023년 06월 12일,서구,223162,193764,54350,233577,201744,56154,224029,194450,54412,223162,193764,54350
517,2023년 06월 12일,중구,117986,106513,26634,126223,111939,27873,118686,107037,26682,117986,106513,26634
518,2023년 06월 12일,대덕구,78438,70550,16550,83198,73818,17127,78854,70871,16575,78438,70550,16550
519,2023년 06월 12일,유성구,141832,128122,31146,149768,134369,32520,142443,128682,31184,141832,128122,31146
520,2023년 06월 13일,동구,152874,134792,40833,161329,141024,42399,153524,135382,40886,152917,134853,40833
521,2023년 06월 13일,서구,228886,198811,55448,239270,206672,57131,229743,199494,55509,228886,198811,55448
522,2023년 06월 13일,중구,120209,108386,27084,128395,113840,28326,120850,108888,27113,120209,108386,27084
523,2023년 06월 13일,대덕구,81641,73242,17397,86582,76575,17987,82075,73562,17416,81641,73242,17397
524,2023년 06월 13일,유성구,145906,131118,31926,153871,137440,33251,146535,131682,31962,145906,131118,31926
525,2023년 06월 14일,동구,148778,131356,39300,157417,137838,40881,149463,131971,39363,148816,131414,39300
526,2023년 06월 14일,서구,231145,200601,56042,241761,208736,57819,232009,201308,56105,231145,200601,56042
527,2023년 06월 14일,중구,120143,108701,26572,128463,114162,27867,120838,109243,26614,120143,108701,26572
528,2023년 06월 14일,대덕구,79578,71045,16684,84662,74491,17308,80045,71409,16706,79578,71046,16684
529,2023년 06월 14일,유성구,147682,132819,32446,155722,139134,33842,148345,133401,32486,147682,132819,32446
530,2023년 06월 15일,동구,152833,134224,39808,161166,140375,41304,153449,134781,39875,152863,134281,39808
531,2023년 06월 15일,서구,227682,197809,54818,237959,205727,56472,228565,198522,54879,227682,197809,54818
532,2023년 06월 15일,중구,121862,110821,27446,129883,116147,28633,122540,111324,27471,121862,110821,27446
533,2023년 06월 15일,대덕구,79493,70683,16439,84339,73916,17006,79911,71014,16466,79493,70683,16439
534,2023년 06월 15일,유성구,144488,130441,30942,152352,136566,32196,145111,130999,30987,144488,130441,30942
535,2023년 06월 16일,동구,158835,140073,39252,167295,146371,40794,159551,140709,39315,158877,140120,39252
536,2023년 06월 16일,서구,234132,203803,55946,244842,212028,57648,235155,204600,56024,234132,203803,55946
537,2023년 06월 16일,중구,126869,116256,27458,135316,121956,28677,127570,116821,27505,126869,116256,27458
538,2023년 06월 16일,대덕구,81132,71280,16548,85585,74347,17090,81635,71691,16576,81132,71280,16548
539,2023년 06월 16일,유성구,148416,132951,30846,156606,139460,32096,149240,133656,30903,148416,132951,30846
540,2023년 06월 17일,동구,127435,113685,28620,132326,117434,29493,128514,114579,28742,127471,113724,28620
541,2023년 06월 17일,서구,165785,142789,37824,173883,149038,39049,167284,144039,38030,165785,142789,37824
542,2023년 06월 17일,중구,97139,88488,19284,102016,92091,19989,98141,89322,19386,97139,88488,19284
543,2023년 06월 17일,대덕구,54254,47198,9963,56991,49084,10346,54776,47601,9998,54254,47198,9963
544,2023년 06월 17일,유성구,99901,91175,19570,104803,95165,20355,100949,92126,19690,99901,91175,19570
545,2023년 06월 18일,동구,100950,85267,20865,105091,88424,21557,101634,85893,20956,100985,85304,20865
546,2023년 06월 18일,서구,118782,103068,28355,125075,107865,29312,119934,104000,28489,118782,103068,28355
547,2023년 06월 18일,중구,71496,64044,13788,75249,66819,14322,72251,64653,13847,71496,64044,13788
548,2023년 06월 18일,대덕구,39002,34488,6930,40992,35849,7206,39379,34777,6956,39002,34488,6930
549,2023년 06월 18일,유성구,72986,68290,14866,76791,71483,15476,73785,68983,14976,72986,68290,14866
550,2023년 06월 19일,동구,0,62,0,0,88,0,0,62,0,0,62,0
551,2023년 06월 19일,서구,0,0,0,0,0,0,0,0,0,0,0,0
552,2023년 06월 19일,중구,0,0,0,0,0,0,0,0,0,0,0,0
553,2023년 06월 19일,대덕구,4,88,0,4,102,0,4,88,0,4,88,0
554,2023년 06월 19일,유성구,0,0,0,0,0,0,0,0,0,0,0,0
555,2023년 06월 20일,동구,152543,134033,40026,160697,140106,41522,153167,134614,40090,152585,134078,40026
556,2023년 06월 20일,서구,231487,201456,56349,241587,209179,57959,232362,202149,56421,231487,201456,56349
557,2023년 06월 20일,중구,124678,113289,27452,132846,118593,28702,125331,113785,27487,124678,113289,27452
558,2023년 06월 20일,대덕구,78796,70148,16281,83494,73256,16828,79274,70501,16306,78796,70148,16281
559,2023년 06월 20일,유성구,153439,138091,32078,161238,144276,33300,154140,138738,32132,153439,138091,32078
560,2023년 06월 21일,동구,142886,126817,36761,151013,132800,38172,143511,127411,36816,142915,126857,36761
561,2023년 06월 21일,서구,223140,192610,53183,233241,200219,54695,223971,193275,53239,223140,192610,53183
562,2023년 06월 21일,중구,119673,108018,25360,127912,113361,26488,120332,108536,25395,119673,108018,25360
563,2023년 06월 21일,대덕구,74546,65873,15505,79074,68871,16010,74964,66169,15526,74546,65873,15505
564,2023년 06월 21일,유성구,139000,124848,28866,146415,130640,29992,139613,125381,28904,139000,124848,28866
565,2023년 06월 22일,동구,146532,130405,38027,154264,136249,39345,147155,130946,38077,146576,130462,38027
566,2023년 06월 22일,서구,227265,196076,53863,237255,203665,55365,228153,196779,53926,227265,196076,53863
567,2023년 06월 22일,중구,123794,112203,25965,131984,117468,27108,124407,112696,25997,123794,112203,25965
568,2023년 06월 22일,대덕구,76488,67968,15932,80936,70890,16422,76920,68293,15955,76488,67968,15932
569,2023년 06월 22일,유성구,139463,126421,29089,146632,132035,30146,140101,127003,29152,139463,126421,29089
570,2023년 06월 23일,동구,156614,139909,39061,164842,146006,40433,157354,140593,39127,156673,139969,39061
571,2023년 06월 23일,서구,235151,204859,55443,245751,212878,57046,236106,205630,55523,235151,204859,55443
572,2023년 06월 23일,중구,126173,115356,26896,134711,120856,28084,126929,115926,26960,126173,115356,26896
573,2023년 06월 23일,대덕구,81771,72350,16725,86265,75348,17204,82260,72741,16762,81771,72350,16725
574,2023년 06월 23일,유성구,144142,129701,29811,151780,135786,30926,145067,130430,29845,144142,129701,29811
575,2023년 06월 24일,동구,125973,111946,27797,130669,115527,28602,126982,112822,27918,126019,112002,27797
576,2023년 06월 24일,서구,162719,140748,36924,169879,146201,38005,164144,141957,37082,162719,140748,36924
577,2023년 06월 24일,중구,94734,87390,18560,98954,90551,19154,95767,88213,18652,94734,87390,18560
578,2023년 06월 24일,대덕구,53703,46505,9972,56429,48421,10337,54193,46868,10012,53703,46505,9972
579,2023년 06월 24일,유성구,101229,92024,20326,105676,95697,20970,102325,93001,20456,101229,92024,20326
580,2023년 06월 25일,동구,97323,82415,20226,101136,85274,20952,98014,82994,20289,97359,82468,20226
581,2023년 06월 25일,서구,117118,101627,27275,122884,105907,28190,118213,102536,27414,117118,101627,27275
582,2023년 06월 25일,중구,69227,62624,13582,72815,65324,14149,69962,63191,13648,69227,62624,13582
583,2023년 06월 25일,대덕구,36635,32165,6462,38665,33599,6751,37010,32453,6498,36635,32165,6462
584,2023년 06월 25일,유성구,71037,66530,14725,74479,69433,15311,71838,67270,14806,71037,66530,14725
585,2023년 06월 26일,동구,131768,115674,33589,139145,121145,34767,132358,116198,33643,131800,115713,33589
586,2023년 06월 26일,서구,206003,177055,48813,215484,184049,50176,206893,177755,48884,206003,177055,48813
587,2023년 06월 26일,중구,110478,98840,23656,118276,103818,24755,111134,99356,23702,110478,98840,23656
588,2023년 06월 26일,대덕구,69338,61890,14179,73552,64625,14625,69722,62170,14200,69338,61890,14179
589,2023년 06월 26일,유성구,125653,113525,26824,132505,118799,27821,126228,114031,26873,125653,113525,26824
590,2023년 06월 27일,동구,145939,130201,37410,153874,136040,38764,146606,130808,37467,145983,130251,37410
591,2023년 06월 27일,서구,225451,196164,54275,235742,203973,55786,226476,197002,54362,225451,196164,54275
592,2023년 06월 27일,중구,123130,111236,26310,131667,116813,27522,123846,111778,26354,123130,111236,26310
593,2023년 06월 27일,대덕구,76184,67533,15595,80579,70476,16052,76608,67863,15618,76184,67533,15595
594,2023년 06월 27일,유성구,136775,124681,29320,143920,130309,30398,137454,125289,29384,136775,124681,29320
595,2023년 06월 28일,동구,144872,128731,37973,152829,134612,39257,145554,129343,38031,144923,128797,37973
596,2023년 06월 28일,서구,225579,195848,53753,236280,203825,55294,226581,196692,53832,225579,195848,53753
597,2023년 06월 28일,중구,121416,109628,26036,130206,115306,27183,122173,110201,26079,121416,109628,26036
598,2023년 06월 28일,대덕구,77331,69185,16270,81822,72223,16741,77764,69536,16299,77331,69185,16270
599,2023년 06월 28일,유성구,137818,125085,29207,144939,130699,30262,138514,125673,29251,137818,125085,29207
600,2023년 06월 29일,동구,125051,110349,31946,132636,115845,33220,125699,110905,31990,125090,110404,31946
601,2023년 06월 29일,서구,202272,174668,47690,211952,181705,49031,203119,175344,47744,202272,174668,47690
602,2023년 06월 29일,중구,107375,95141,22624,115643,100424,23663,108010,95635,22671,107375,95141,22624
603,2023년 06월 29일,대덕구,67968,59805,13885,72237,62473,14331,68374,60122,13903,67969,59806,13885
604,2023년 06월 29일,유성구,126202,112787,26407,133043,118087,27336,126788,113284,26456,126202,112787,26407
605,2023년 06월 30일,동구,146348,130367,35975,155621,137456,37519,147078,131019,36049,146400,130415,35975
606,2023년 06월 30일,서구,225408,195457,52717,240049,206451,54644,226369,196236,52792,225408,195457,52717
607,2023년 06월 30일,중구,121438,109942,25514,132866,117420,26805,122146,110458,25551,121438,109942,25514
608,2023년 06월 30일,대덕구,76260,67700,15554,81069,70983,16108,76724,68034,15578,76261,67700,15554
609,2023년 06월 30일,유성구,140358,125217,28627,150384,133149,29985,141105,125881,28668,140358,125217,28627
610,2023년 07월 01일,동구,120309,106568,26752,125222,110384,27625,121452,107563,26868,120352,106608,26752
611,2023년 07월 01일,서구,161978,140206,36835,171223,147281,38338,163627,141545,37073,161978,140206,36835
612,2023년 07월 01일,중구,92218,84285,18226,97502,88268,18832,93275,85117,18295,92218,84285,18226
613,2023년 07월 01일,대덕구,51831,45352,9888,54534,47309,10326,52396,45797,9946,51831,45352,9888
614,2023년 07월 01일,유성구,96606,88222,19277,101977,92757,20126,97642,89188,19377,96606,88222,19277
615,2023년 07월 02일,동구,96446,82571,19839,100430,85676,20538,97235,83180,19925,96479,82613,19839
616,2023년 07월 02일,서구,119738,103719,27814,127539,109646,29020,120961,104677,27939,119738,103719,27814
617,2023년 07월 02일,중구,68194,61072,13098,72475,64258,13610,68893,61602,13157,68194,61072,13098
618,2023년 07월 02일,대덕구,37024,32325,6574,39144,33799,6922,37372,32583,6592,37024,32325,6574
619,2023년 07월 02일,유성구,72286,67929,15108,76944,71760,15838,73112,68694,15200,72286,67929,15108
620,2023년 07월 03일,동구,145220,129089,37709,153325,135200,39044,145856,129678,37766,145250,129141,37709
621,2023년 07월 03일,서구,221818,192962,53676,232644,201023,55271,222707,193653,53739,221818,192962,53676
622,2023년 07월 03일,중구,120299,108232,26036,129035,113940,27205,120958,108741,26072,120299,108232,26036
623,2023년 07월 03일,대덕구,76582,68644,15964,81164,71661,16451,77043,69000,15993,76582,68644,15964
624,2023년 07월 03일,유성구,134137,122859,29376,141536,128818,30481,134787,123433,29431,134137,122859,29376
625,2023년 07월 04일,동구,132089,115862,33909,140062,121615,35254,132707,116394,33964,132126,115911,33909
626,2023년 07월 04일,서구,212988,182370,49801,223388,189997,51279,213741,182977,49851,212988,182370,49801
627,2023년 07월 04일,중구,113054,100732,24142,121534,105982,25233,113640,101176,24178,113054,100732,24142
628,2023년 07월 04일,대덕구,71562,63287,15194,76088,66152,15694,71981,63601,15219,71562,63287,15194
629,2023년 07월 04일,유성구,130436,117022,27846,137631,122526,28910,130983,117492,27877,130436,117022,27846
630,2023년 07월 05일,동구,144123,127260,37269,153296,134175,38920,144836,127884,37329,144156,127309,37269
631,2023년 07월 05일,서구,231293,200641,54937,242896,209330,56631,232285,201412,55022,231293,200641,54937
632,2023년 07월 05일,중구,123159,111279,26441,132892,117632,27784,123874,111842,26501,123159,111279,26441
633,2023년 07월 05일,대덕구,76553,68109,15887,81366,71325,16423,77049,68488,15924,76553,68109,15887
634,2023년 07월 05일,유성구,137853,125194,29233,146165,131828,30556,138597,125893,29295,137853,125194,29233
635,2023년 07월 06일,동구,146551,130111,37916,155175,136570,39441,147203,130694,37969,146595,130179,37916
636,2023년 07월 06일,서구,230587,200153,55491,241902,208571,57220,231581,200952,55580,230587,200153,55491
637,2023년 07월 06일,중구,127261,114670,27364,137166,121195,28689,127999,115257,27417,127261,114670,27364
638,2023년 07월 06일,대덕구,76234,68344,15875,81027,71473,16413,76676,68689,15897,76234,68344,15875
639,2023년 07월 06일,유성구,139862,127354,29838,147516,133503,30954,140559,127988,29895,139862,127354,29838
640,2023년 07월 07일,동구,139467,123178,34846,147315,128865,36177,140025,123668,34891,139503,123224,34846
641,2023년 07월 07일,서구,219571,189612,51874,230711,197797,53493,220376,190268,51951,219571,189612,51874
642,2023년 07월 07일,중구,116862,104942,24446,125985,110848,25661,117511,105424,24482,116862,104942,24446
643,2023년 07월 07일,대덕구,73369,63923,14768,77878,66664,15263,73773,64210,14795,73369,63923,14768
644,2023년 07월 07일,유성구,137094,120806,28588,145018,126811,29811,137695,121322,28624,137094,120806,28588
645,2023년 07월 08일,동구,121977,108058,26971,127955,112633,28060,123092,108948,27088,122010,108104,26971
646,2023년 07월 08일,서구,160261,138410,36403,170865,146451,38117,161772,139614,36574,160261,138410,36403
647,2023년 07월 08일,중구,94722,86675,18354,101266,91564,19127,95726,87461,18438,94722,86675,18354
648,2023년 07월 08일,대덕구,53791,46717,9838,56848,48867,10304,54387,47172,9895,53791,46717,9838
649,2023년 07월 08일,유성구,97793,88310,19094,103886,93436,20086,98799,89186,19182,97793,88310,19094
650,2023년 07월 09일,동구,95959,80922,19955,100718,84610,20856,96740,81574,20059,95999,80973,19955
651,2023년 07월 09일,서구,119229,102683,28148,127849,109101,29551,120282,103527,28267,119229,102683,28148
652,2023년 07월 09일,중구,70395,63633,13664,76015,67844,14384,71150,64229,13737,70395,63633,13664
653,2023년 07월 09일,대덕구,36461,32100,6434,38867,33756,6786,36872,32403,6463,36461,32100,6434
654,2023년 07월 09일,유성구,75280,71184,15602,80701,75760,16522,76140,71956,15697,75280,71184,15602
655,2023년 07월 10일,동구,143921,127101,36384,151829,132991,37736,144595,127704,36449,143960,127163,36384
656,2023년 07월 10일,서구,221430,193062,53719,231966,200887,55340,222337,193749,53787,221430,193062,53719
657,2023년 07월 10일,중구,121797,109836,26250,130203,115274,27380,122491,110372,26307,121797,109836,26250
658,2023년 07월 10일,대덕구,74784,67090,15350,79311,70020,15839,75245,67451,15376,74785,67090,15350
659,2023년 07월 10일,유성구,132383,120365,28713,139616,126102,29771,132995,120908,28755,132383,120365,28713
660,2023년 07월 11일,동구,135004,119006,34618,142780,124703,35907,135642,119580,34672,135039,119054,34618
661,2023년 07월 11일,서구,218501,188243,51385,229171,196162,52957,219388,188944,51451,218501,188243,51385
662,2023년 07월 11일,중구,116358,104051,24918,124884,109443,26050,117003,104511,24953,116358,104051,24918
663,2023년 07월 11일,대덕구,72940,64809,15077,77383,67711,15569,73333,65095,15099,72940,64809,15077
664,2023년 07월 11일,유성구,132232,118543,27840,139465,124209,28922,132876,119101,27885,132232,118543,27840
665,2023년 07월 12일,동구,143510,127357,37000,151755,133479,38464,144199,127974,37060,143545,127408,37000
666,2023년 07월 12일,서구,233012,202701,55970,244772,211443,57893,233963,203461,56057,233012,202701,55970
667,2023년 07월 12일,중구,122331,110394,26410,131447,116305,27750,123043,110950,26453,122331,110394,26410
668,2023년 07월 12일,대덕구,76813,68410,16031,81486,71474,16600,77282,68766,16063,76813,68410,16031
669,2023년 07월 12일,유성구,143961,130430,30478,152354,137169,31759,144678,131052,30532,143961,130430,30478
670,2023년 07월 13일,동구,135099,119258,34355,143034,124916,35682,135773,119857,34408,135136,119304,34355
671,2023년 07월 13일,서구,219579,188746,51401,230299,196593,52923,220506,189463,51463,219579,188746,51401
672,2023년 07월 13일,중구,116313,103682,24588,124899,109065,25706,117000,104196,24621,116313,103682,24588
673,2023년 07월 13일,대덕구,73023,64437,15106,77601,67254,15627,73430,64750,15129,73024,64437,15106
674,2023년 07월 13일,유성구,134104,119905,27992,141303,125470,29029,134759,120484,28041,134104,119905,27992
675,2023년 07월 14일,동구,125246,109007,30036,132793,114250,31229,125792,109503,30082,125269,109039,30036
676,2023년 07월 14일,서구,206159,176031,47753,217109,183886,49401,206968,176642,47826,206159,176031,47753
677,2023년 07월 14일,중구,107538,95029,22194,116201,100407,23308,108083,95426,22228,107538,95029,22194
678,2023년 07월 14일,대덕구,67847,59148,13627,72222,61805,14121,68217,59413,13646,67848,59149,13627
679,2023년 07월 14일,유성구,126432,110043,25632,133850,115576,26720,126951,110494,25668,126432,110043,25632
680,2023년 07월 15일,동구,100104,88187,21818,104511,91466,22604,100719,88699,21884,100130,88218,21818
681,2023년 07월 15일,서구,134920,114394,29794,142744,120091,30997,135853,115095,29867,134920,114394,29794
682,2023년 07월 15일,중구,75216,67336,14638,79420,70300,15199,75848,67835,14689,75216,67336,14638
683,2023년 07월 15일,대덕구,42089,35947,7680,44480,37523,8027,42446,36213,7700,42090,35947,7680
684,2023년 07월 15일,유성구,78505,69657,15530,83116,73318,16233,79069,70145,15584,78505,69657,15530
685,2023년 07월 16일,동구,92658,78417,18625,96611,81350,19300,93333,78949,18688,92690,78446,18625
686,2023년 07월 16일,서구,114577,98380,25984,122168,104069,27077,115605,99179,26105,114577,98380,25984
687,2023년 07월 16일,중구,63443,56707,12453,67694,59812,13005,64022,57161,12495,63443,56707,12453
688,2023년 07월 16일,대덕구,34472,30539,6382,36563,31948,6702,34880,30833,6410,34472,30539,6382
689,2023년 07월 16일,유성구,68463,63538,13552,73013,67303,14306,69152,64136,13621,68463,63538,13552
690,2023년 07월 17일,동구,140453,124364,35435,147826,129688,36613,141103,124922,35485,140490,124419,35435
691,2023년 07월 17일,서구,219335,189466,52306,229546,196859,53718,220195,190133,52366,219335,189466,52306
692,2023년 07월 17일,중구,116779,104274,25288,124032,108948,26198,117460,104813,25331,116779,104274,25288
693,2023년 07월 17일,대덕구,73188,65070,15545,77480,67720,16025,73576,65370,15564,73189,65070,15545
694,2023년 07월 17일,유성구,131364,118524,27928,137978,123663,28854,131976,119044,27971,131364,118524,27928
695,2023년 07월 18일,동구,126356,110923,32465,134550,116772,33826,126923,111378,32517,126379,110972,32465
696,2023년 07월 18일,서구,203508,173771,46513,214973,182007,48081,204428,174493,46577,203508,173771,46513
697,2023년 07월 18일,중구,107637,94986,23068,116504,100563,24066,108293,95482,23110,107637,94986,23068
698,2023년 07월 18일,대덕구,68577,60061,14105,73260,62932,14627,68955,60344,14124,68577,60061,14105
699,2023년 07월 18일,유성구,124334,111330,25972,131540,116839,26933,124988,111855,26013,124334,111330,25972
700,2023년 07월 19일,동구,147235,131473,38333,154562,137165,39617,147910,132087,38391,147272,131528,38333
701,2023년 07월 19일,서구,236270,205524,56156,248707,215300,58137,237391,206444,56268,236270,205524,56156
702,2023년 07월 19일,중구,122584,110855,26646,130853,116548,27717,123315,111433,26697,122584,110855,26646
703,2023년 07월 19일,대덕구,77815,69195,16426,82259,72066,16986,78298,69553,16452,77815,69195,16426
704,2023년 07월 19일,유성구,142582,130124,30588,150502,136564,31715,143396,130841,30648,142582,130124,30588
705,2023년 07월 20일,동구,150679,134653,39215,157523,139901,40427,151450,135311,39286,150718,134699,39215
706,2023년 07월 20일,서구,232761,202573,55496,243359,210843,57140,233862,203542,55621,232761,202573,55496
707,2023년 07월 20일,중구,125221,113864,26926,132153,118868,27844,125849,114354,26976,125221,113864,26926
708,2023년 07월 20일,대덕구,77332,68593,16353,80971,71013,16872,77814,68960,16391,77332,68593,16353
709,2023년 07월 20일,유성구,141214,129158,30026,147652,134432,30965,142065,129875,30100,141214,129158,30026
710,2023년 07월 21일,동구,152934,136882,38546,159351,141824,39846,153633,137516,38628,152980,136936,38546
711,2023년 07월 21일,서구,233046,203599,55454,243437,211596,57149,234178,204514,55584,233046,203599,55454
712,2023년 07월 21일,중구,126659,115415,27030,133112,120261,27966,127322,115974,27083,126659,115415,27030
713,2023년 07월 21일,대덕구,78059,69770,16258,81466,72078,16768,78569,70150,16294,78059,69770,16258
714,2023년 07월 21일,유성구,143559,128772,29982,150116,134197,31016,144453,129570,30064,143559,128772,29982
715,2023년 07월 22일,동구,120615,107682,27514,125417,111448,28418,121530,108460,27647,120656,107725,27514
716,2023년 07월 22일,서구,160319,137937,36318,168964,144377,37694,161499,138875,36444,160319,137937,36318
717,2023년 07월 22일,중구,92768,84342,18292,97626,88009,18958,93702,85088,18389,92768,84342,18292
718,2023년 07월 22일,대덕구,50719,44533,9714,53292,46290,10125,51172,44887,9776,50719,44533,9714
719,2023년 07월 22일,유성구,94265,85264,18400,99325,89396,19223,95102,86008,18502,94265,85264,18400
720,2023년 07월 23일,동구,83844,70780,16682,87420,73348,17303,84397,71206,16726,83874,70818,16682
721,2023년 07월 23일,서구,105321,89630,24032,111750,94278,24972,106111,90241,24135,105321,89630,24032
722,2023년 07월 23일,중구,61262,54008,11680,64970,56655,12160,61744,54397,11720,61262,54008,11680
723,2023년 07월 23일,대덕구,33956,29495,6146,35890,30780,6500,34263,29741,6163,33957,29495,6146
724,2023년 07월 23일,유성구,63717,58930,13061,67438,61918,13649,64276,59428,13144,63717,58930,13061
725,2023년 07월 24일,동구,141525,125331,35563,147263,129776,36668,142141,125866,35636,141563,125382,35563
726,2023년 07월 24일,서구,217727,188544,51553,226856,195733,53042,218845,189491,51692,217727,188544,51553
