,일자,구,일반승차인원,일반하차인원,일반환승인원,청소년승차인원,청소년하차인원,청소년환승인원,평균기온(°C),일강수량(mm),가조시간(hr),평균 지면온도(°C)
0,2023년 03월 01일,동구,100600,87257,21418,105494,90962,22254,6.6,0.0,11.4,6.6
1,2023년 03월 01일,서구,127262,110789,29925,135259,116997,31205,6.6,0.0,11.4,6.6
2,2023년 03월 01일,중구,74800,67462,14250,79516,70979,14776,6.6,0.0,11.4,6.6
3,2023년 03월 01일,대덕구,40925,36651,7453,43122,38227,7792,6.6,0.0,11.4,6.6
4,2023년 03월 01일,유성구,79446,73214,15782,84167,77167,16600,6.6,0.0,11.4,6.6
5,2023년 03월 02일,동구,153134,135178,39531,163682,143308,41476,2.3,0.0,11.4,4.8
6,2023년 03월 02일,서구,223323,194062,54007,235898,204122,56134,2.3,0.0,11.4,4.8
7,2023년 03월 02일,중구,119158,107224,27178,128666,114012,28551,2.3,0.0,11.4,4.8
8,2023년 03월 02일,대덕구,78659,70530,16074,84400,74628,16747,2.3,0.0,11.4,4.8
9,2023년 03월 02일,유성구,143579,130362,31332,153291,138226,33010,2.3,0.0,11.4,4.8
10,2023년 03월 03일,동구,157846,138918,38445,168149,146944,40310,4.2,0.0,11.5,5.8
11,2023년 03월 03일,서구,231381,201442,54754,243869,211047,56866,4.2,0.0,11.5,5.8
12,2023년 03월 03일,중구,122528,112230,26570,131596,118583,27981,4.2,0.0,11.5,5.8
13,2023년 03월 03일,대덕구,81545,72681,16390,86789,76386,17030,4.2,0.0,11.5,5.8
14,2023년 03월 03일,유성구,145379,131499,30437,154660,139076,32013,4.2,0.0,11.5,5.8
15,2023년 03월 04일,동구,120663,106600,26033,125448,110436,26851,6.4,0.0,11.5,7.2
16,2023년 03월 04일,서구,160162,138543,35082,168949,145364,36494,6.4,0.0,11.5,7.2
17,2023년 03월 04일,중구,91074,84040,17280,96171,87966,17947,6.4,0.0,11.5,7.2
18,2023년 03월 04일,대덕구,52533,45811,9484,55079,47582,9841,6.4,0.0,11.5,7.2
19,2023년 03월 04일,유성구,97942,89544,19185,103137,93856,20039,6.4,0.0,11.5,7.2
20,2023년 03월 05일,동구,98799,82763,19361,103495,86339,20139,7.9,0.0,11.5,8.4
21,2023년 03월 05일,서구,113648,98808,26232,121353,104729,27451,7.9,0.0,11.5,8.4
22,2023년 03월 05일,중구,67465,60562,12480,71532,63461,12972,7.9,0.0,11.5,8.4
23,2023년 03월 05일,대덕구,36059,32005,6372,38127,33494,6691,7.9,0.0,11.5,8.4
24,2023년 03월 05일,유성구,70364,66962,14605,74863,70910,15444,7.9,0.0,11.5,8.4
25,2023년 03월 06일,동구,155707,135902,40009,165399,143408,41830,8.3,0.0,11.6,9.0
26,2023년 03월 06일,서구,225541,196421,54412,236722,205186,56352,8.3,0.0,11.6,9.0
27,2023년 03월 06일,중구,119801,107509,27166,128374,113387,28555,8.3,0.0,11.6,9.0
28,2023년 03월 06일,대덕구,79641,71854,16454,84989,75772,17099,8.3,0.0,11.6,9.0
29,2023년 03월 06일,유성구,145338,132125,32420,154163,139424,34053,8.3,0.0,11.6,9.0
30,2023년 03월 10일,동구,160646,142177,38857,170632,149969,40635,14.3,0.0,11.7,14.2
31,2023년 03월 10일,서구,232697,202481,54769,244968,212052,56870,14.3,0.0,11.7,14.2
32,2023년 03월 10일,중구,125080,114690,26972,134155,121179,28362,14.3,0.0,11.7,14.2
33,2023년 03월 10일,대덕구,81181,71616,16324,86391,75238,16913,14.3,0.0,11.7,14.2
34,2023년 03월 10일,유성구,148336,133632,31018,157801,141238,32579,14.3,0.0,11.7,14.2
35,2023년 03월 11일,동구,124598,110543,26467,130104,114978,27440,16.4,0.0,11.8,15.6
36,2023년 03월 11일,서구,163541,141947,36461,173093,149390,37882,16.4,0.0,11.8,15.6
37,2023년 03월 11일,중구,94566,86224,18029,100387,90711,18798,16.4,0.0,11.8,15.6
38,2023년 03월 11일,대덕구,53328,46373,9484,56209,48408,9854,16.4,0.0,11.8,15.6
39,2023년 03월 11일,유성구,97768,88938,18932,103432,93724,19847,16.4,0.0,11.8,15.6
40,2023년 03월 12일,동구,86844,71046,16535,91561,74606,17326,6.8,12.4,11.8,7.3
41,2023년 03월 12일,서구,99989,86608,23340,107349,92213,24558,6.8,12.4,11.8,7.3
42,2023년 03월 12일,중구,59028,51493,11006,63043,54450,11532,6.8,12.4,11.8,7.3
43,2023년 03월 12일,대덕구,31464,28102,5291,33440,29610,5563,6.8,12.4,11.8,7.3
44,2023년 03월 12일,유성구,61134,58183,12636,65492,61901,13427,6.8,12.4,11.8,7.3
45,2023년 03월 13일,동구,149412,130838,38722,159012,138209,40570,3.5,0.0,11.8,5.1
46,2023년 03월 13일,서구,219265,191203,53503,230383,199957,55484,3.5,0.0,11.8,5.1
47,2023년 03월 13일,중구,116884,104719,26232,125329,110517,27589,3.5,0.0,11.8,5.1
48,2023년 03월 13일,대덕구,77773,70341,16213,82780,74027,16870,3.5,0.0,11.8,5.1
49,2023년 03월 13일,유성구,140569,127371,31150,149344,134583,32761,3.5,0.0,11.8,5.1
50,2023년 03월 14일,동구,151425,133553,39552,160783,140718,41341,9.4,0.0,11.9,9.3
51,2023년 03월 14일,서구,226996,197049,54560,238098,205814,56450,9.4,0.0,11.9,9.3
52,2023년 03월 14일,중구,120705,108970,27040,129153,114740,28450,9.4,0.0,11.9,9.3
53,2023년 03월 14일,대덕구,79487,71292,16460,84649,74945,17064,9.4,0.0,11.9,9.3
54,2023년 03월 14일,유성구,148207,134507,32456,156715,141500,33967,9.4,0.0,11.9,9.3
55,2023년 03월 15일,동구,151517,133282,39471,161008,140512,41295,11.5,0.0,11.9,11.5
56,2023년 03월 15일,서구,227267,197139,54534,238578,206073,56486,11.5,0.0,11.9,11.5
57,2023년 03월 15일,중구,120183,108849,26770,128861,114868,28140,11.5,0.0,11.9,11.5
58,2023년 03월 15일,대덕구,79078,70797,16193,84190,74509,16863,11.5,0.0,11.9,11.5
59,2023년 03월 15일,유성구,144954,130985,31738,153582,138008,33276,11.5,0.0,11.9,11.5
60,2023년 03월 16일,동구,151925,135064,39745,161176,142112,41562,6.1,0.0,12.0,9.1
61,2023년 03월 16일,서구,225548,195982,53840,236504,204588,55659,6.1,0.0,12.0,9.1
62,2023년 03월 16일,중구,119490,107390,26398,127759,113116,27729,6.1,0.0,12.0,9.1
63,2023년 03월 16일,대덕구,78990,70867,16240,84039,74534,16871,6.1,0.0,12.0,9.1
64,2023년 03월 16일,유성구,144688,130739,31349,153345,137794,32861,6.1,0.0,12.0,9.1
65,2023년 03월 17일,동구,155720,138191,38219,165389,145649,39896,7.3,0.0,12.0,8.2
66,2023년 03월 17일,서구,230853,199844,54223,242976,209178,56243,7.3,0.0,12.0,8.2
67,2023년 03월 17일,중구,121569,111773,26534,130413,118045,27889,7.3,0.0,12.0,8.2
68,2023년 03월 17일,대덕구,79023,70167,15794,84006,73705,16368,7.3,0.0,12.0,8.2
69,2023년 03월 17일,유성구,144610,130301,30323,153618,137674,31826,7.3,0.0,12.0,8.2
70,2023년 03월 18일,동구,121839,106958,26397,127374,111297,27323,9.3,0.0,12.0,12.6
71,2023년 03월 18일,서구,152694,132297,34199,161641,139369,35583,9.3,0.0,12.0,12.6
72,2023년 03월 18일,중구,90431,83386,16973,95878,87502,17639,9.3,0.0,12.0,12.6
73,2023년 03월 18일,대덕구,52923,46244,9266,55690,48210,9610,9.3,0.0,12.0,12.6
74,2023년 03월 18일,유성구,90317,81960,17666,95733,86509,18543,9.3,0.0,12.0,12.6
75,2023년 03월 19일,동구,98525,81784,18932,103456,85456,19735,8.7,0.0,12.1,11.6
76,2023년 03월 19일,서구,110581,96292,25404,118168,102213,26551,8.7,0.0,12.1,11.6
77,2023년 03월 19일,중구,69074,61514,12656,73839,65070,13246,8.7,0.0,12.1,11.6
78,2023년 03월 19일,대덕구,35233,31737,5838,37415,33341,6123,8.7,0.0,12.1,11.6
79,2023년 03월 19일,유성구,71045,67428,14748,75610,71371,15494,8.7,0.0,12.1,11.6
80,2023년 03월 20일,동구,151378,132829,38325,160459,139787,40043,10.6,0.0,12.1,13.1
81,2023년 03월 20일,서구,216301,188380,52138,227030,196873,53940,10.6,0.0,12.1,13.1
82,2023년 03월 20일,중구,117005,105800,26392,124966,111218,27667,10.6,0.0,12.1,13.1
83,2023년 03월 20일,대덕구,77142,69680,15768,82190,73363,16401,10.6,0.0,12.1,13.1
84,2023년 03월 20일,유성구,136844,123742,30398,145213,130550,31880,10.6,0.0,12.1,13.1
85,2023년 03월 21일,동구,153888,135298,40659,163177,142307,42433,14.0,0.0,12.2,15.8
86,2023년 03월 21일,서구,224279,194869,53569,235225,203531,55421,14.0,0.0,12.2,15.8
87,2023년 03월 21일,중구,120946,108992,27126,129325,114776,28480,14.0,0.0,12.2,15.8
88,2023년 03월 21일,대덕구,79080,71148,16201,84144,74728,16799,14.0,0.0,12.2,15.8
89,2023년 03월 21일,유성구,144220,129863,31373,152624,136636,32818,14.0,0.0,12.2,15.8
90,2023년 03월 22일,동구,153312,134088,40147,162526,141110,41933,17.0,0.0,12.2,18.4
91,2023년 03월 22일,서구,227842,197478,54851,238874,206034,56730,17.0,0.0,12.2,18.4
92,2023년 03월 22일,중구,120706,109407,27392,129171,115296,28754,17.0,0.0,12.2,18.4
93,2023년 03월 22일,대덕구,80018,72110,16722,84932,75622,17306,17.0,0.0,12.2,18.4
94,2023년 03월 22일,유성구,146386,132003,32012,154736,138735,33456,17.0,0.0,12.2,18.4
95,2023년 03월 23일,동구,146213,128213,37752,155360,135256,39508,15.0,11.4,12.2,15.4
96,2023년 03월 23일,서구,218478,187765,51440,230122,196711,53354,15.0,11.4,12.2,15.4
97,2023년 03월 23일,중구,115125,103229,25260,124184,109241,26616,15.0,11.4,12.2,15.4
98,2023년 03월 23일,대덕구,78874,70297,16150,83625,73638,16726,15.0,11.4,12.2,15.4
99,2023년 03월 23일,유성구,142927,127275,30492,151525,134212,31969,15.0,11.4,12.2,15.4
100,2023년 03월 24일,동구,162161,144169,39936,172148,151897,41784,12.4,0.0,12.3,14.9
101,2023년 03월 24일,서구,234589,203231,55707,246649,212638,57764,12.4,0.0,12.3,14.9
102,2023년 03월 24일,중구,126690,116277,27340,136055,122815,28711,12.4,0.0,12.3,14.9
103,2023년 03월 24일,대덕구,81219,71577,16154,86193,75166,16742,12.4,0.0,12.3,14.9
104,2023년 03월 24일,유성구,151430,136067,31812,160404,143251,33295,12.4,0.0,12.3,14.9
105,2023년 03월 25일,동구,124256,110803,27252,130350,115742,28291,10.8,0.0,12.3,12.0
106,2023년 03월 25일,서구,162532,140144,36375,172481,147785,37883,10.8,0.0,12.3,12.0
107,2023년 03월 25일,중구,92348,84317,17792,98034,88599,18540,10.8,0.0,12.3,12.0
108,2023년 03월 25일,대덕구,52215,45170,9430,55250,47364,9853,10.8,0.0,12.3,12.0
109,2023년 03월 25일,유성구,97131,88751,19156,103070,93706,20093,10.8,0.0,12.3,12.0
110,2023년 03월 26일,동구,105339,87119,20129,111159,91537,21086,9.7,0.0,12.4,14.0
111,2023년 03월 26일,서구,120409,104238,28017,129324,111285,29485,9.7,0.0,12.4,14.0
112,2023년 03월 26일,중구,72268,64503,13559,77539,68273,14234,9.7,0.0,12.4,14.0
113,2023년 03월 26일,대덕구,37136,33421,6488,39562,35194,6862,9.7,0.0,12.4,14.0
114,2023년 03월 26일,유성구,78454,74408,16290,84231,79336,17234,9.7,0.0,12.4,14.0
115,2023년 03월 27일,동구,157421,137464,40312,166730,144511,42041,7.4,0.0,12.4,11.8
116,2023년 03월 27일,서구,223995,194142,54586,235079,202780,56479,7.4,0.0,12.4,11.8
117,2023년 03월 27일,중구,119543,107751,26928,127964,113494,28275,7.4,0.0,12.4,11.8
118,2023년 03월 27일,대덕구,78636,70963,16191,83750,74610,16819,7.4,0.0,12.4,11.8
119,2023년 03월 27일,유성구,144571,131568,32019,153034,138510,33528,7.4,0.0,12.4,11.8
120,2023년 03월 28일,동구,153977,136013,40327,162998,142924,42026,8.7,0.0,12.4,11.0
121,2023년 03월 28일,서구,225784,195750,54437,236726,204233,56247,8.7,0.0,12.4,11.0
122,2023년 03월 28일,중구,120189,107904,26790,128682,113740,28188,8.7,0.0,12.4,11.0
123,2023년 03월 28일,대덕구,81848,73474,17085,87001,77074,17683,8.7,0.0,12.4,11.0
124,2023년 03월 28일,유성구,147504,132950,32385,155892,139700,33838,8.7,0.0,12.4,11.0
125,2023년 03월 29일,동구,152819,133998,39664,162052,140995,41367,11.8,0.0,12.5,14.3
126,2023년 03월 29일,서구,229355,197824,55110,240648,206640,57026,11.8,0.0,12.5,14.3
127,2023년 03월 29일,중구,118776,107762,26610,127488,113725,28011,11.8,0.0,12.5,14.3
128,2023년 03월 29일,대덕구,80113,71771,16528,85180,75361,17125,11.8,0.0,12.5,14.3
129,2023년 03월 29일,유성구,151943,137375,33552,160397,144183,35045,11.8,0.0,12.5,14.3
130,2023년 03월 30일,동구,156168,137952,40407,165118,144792,42146,14.2,0.0,12.5,15.3
131,2023년 03월 30일,서구,227273,196381,55134,238175,204808,56997,14.2,0.0,12.5,15.3
132,2023년 03월 30일,중구,120448,108890,26782,128692,114544,28112,14.2,0.0,12.5,15.3
133,2023년 03월 30일,대덕구,79749,71317,16299,84933,74995,16909,14.2,0.0,12.5,15.3
134,2023년 03월 30일,유성구,147949,133215,32116,156419,139968,33594,14.2,0.0,12.5,15.3
135,2023년 03월 31일,동구,161672,143036,39737,171230,150434,41452,14.7,0.0,12.5,16.5
136,2023년 03월 31일,서구,233322,201964,55595,245423,211207,57569,14.7,0.0,12.5,16.5
137,2023년 03월 31일,중구,125682,114736,27584,134673,120993,28903,14.7,0.0,12.5,16.5
138,2023년 03월 31일,대덕구,80807,71705,16191,85786,75291,16769,14.7,0.0,12.5,16.5
139,2023년 03월 31일,유성구,153172,137243,32072,162727,144926,33652,14.7,0.0,12.5,16.5
140,2023년 04월 01일,동구,129611,114059,28861,135804,118953,29892,16.8,0.0,12.6,18.3
141,2023년 04월 01일,서구,165138,142007,37664,175827,150348,39472,16.8,0.0,12.6,18.3
142,2023년 04월 01일,중구,96590,88322,18914,102825,93037,19735,16.8,0.0,12.6,18.3
143,2023년 04월 01일,대덕구,53646,46877,10031,56878,49167,10454,16.8,0.0,12.6,18.3
144,2023년 04월 01일,유성구,108432,99064,21662,115242,104763,22830,16.8,0.0,12.6,18.3
145,2023년 04월 02일,동구,107669,89317,21314,112990,93364,22255,16.9,0.0,12.6,19.1
146,2023년 04월 02일,서구,122120,106597,29315,130864,113419,30874,16.9,0.0,12.6,19.1
147,2023년 04월 02일,중구,73666,65390,14006,78773,69288,14696,16.9,0.0,12.6,19.1
148,2023년 04월 02일,대덕구,38782,34178,6694,41256,35966,7071,16.9,0.0,12.6,19.1
149,2023년 04월 02일,유성구,80483,75978,17274,86147,80752,18231,16.9,0.0,12.6,19.1
150,2023년 04월 03일,동구,156258,137150,40263,165476,144178,42012,16.8,0.0,12.7,18.8
151,2023년 04월 03일,서구,224368,194373,54698,235297,202955,56698,16.8,0.0,12.7,18.8
152,2023년 04월 03일,중구,119872,107614,26954,128091,113194,28226,16.8,0.0,12.7,18.8
153,2023년 04월 03일,대덕구,81172,73316,16931,86228,76930,17558,16.8,0.0,12.7,18.8
154,2023년 04월 03일,유성구,143589,130200,31810,151922,136878,33289,16.8,0.0,12.7,18.8
155,2023년 04월 04일,동구,152473,133691,40409,161253,140333,42051,15.2,7.6,12.7,17.7
156,2023년 04월 04일,서구,224479,194386,54115,235174,202674,55915,15.2,7.6,12.7,17.7
157,2023년 04월 04일,중구,119759,107527,26613,128029,113247,27953,15.2,7.6,12.7,17.7
158,2023년 04월 04일,대덕구,79338,70655,16452,84380,74203,17037,15.2,7.6,12.7,17.7
159,2023년 04월 04일,유성구,149296,133484,32510,157758,140231,34031,15.2,7.6,12.7,17.7
160,2023년 04월 05일,동구,139433,120190,36006,148188,126648,37605,12.1,18.5,12.7,13.9
161,2023년 04월 05일,서구,214114,183425,50868,224749,191480,52579,12.1,18.5,12.7,13.9
162,2023년 04월 05일,중구,110682,98259,24052,118885,103673,25306,12.1,18.5,12.7,13.9
163,2023년 04월 05일,대덕구,74254,65900,15111,79231,69335,15687,12.1,18.5,12.7,13.9
164,2023년 04월 05일,유성구,138472,122260,29209,146670,128718,30560,12.1,18.5,12.7,13.9
165,2023년 04월 06일,동구,147050,129417,38290,156082,136223,40031,8.7,4.2,12.8,10.5
166,2023년 04월 06일,서구,221547,191253,53403,232118,199470,55138,8.7,4.2,12.8,10.5
167,2023년 04월 06일,중구,115680,104302,25968,123917,109861,27256,8.7,4.2,12.8,10.5
168,2023년 04월 06일,대덕구,77164,68600,15801,82249,72128,16402,8.7,4.2,12.8,10.5
169,2023년 04월 06일,유성구,144190,128611,30680,152596,135284,32146,8.7,4.2,12.8,10.5
170,2023년 04월 07일,동구,163899,144972,40637,173540,152403,42383,9.0,0.3,12.8,12.9
171,2023년 04월 07일,서구,234918,204148,56240,246535,213007,58146,9.0,0.3,12.8,12.9
172,2023년 04월 07일,중구,129400,118375,27838,138714,124876,29205,9.0,0.3,12.8,12.9
173,2023년 04월 07일,대덕구,83000,73596,16862,88072,77202,17449,9.0,0.3,12.8,12.9
174,2023년 04월 07일,유성구,150330,134669,31310,159180,141773,32763,9.0,0.3,12.8,12.9
175,2023년 04월 08일,동구,130770,116012,29108,136898,120862,30291,8.6,0.0,12.8,11.7
176,2023년 04월 08일,서구,169564,146275,38404,179754,154151,39967,8.6,0.0,12.8,11.7
177,2023년 04월 08일,중구,99393,90751,19026,105549,95311,19960,8.6,0.0,12.8,11.7
178,2023년 04월 08일,대덕구,59116,51502,11120,62454,53985,11590,8.6,0.0,12.8,11.7
179,2023년 04월 08일,유성구,100048,91387,19583,105466,95942,20476,8.6,0.0,12.8,11.7
180,2023년 04월 09일,동구,107524,89759,21548,112792,93681,22447,10.1,0.0,12.9,14.3
181,2023년 04월 09일,서구,121473,104939,28513,128886,110598,29676,10.1,0.0,12.9,14.3
182,2023년 04월 09일,중구,74953,67201,14220,79871,70784,14909,10.1,0.0,12.9,14.3
183,2023년 04월 09일,대덕구,40693,36342,7096,43522,38513,7558,10.1,0.0,12.9,14.3
184,2023년 04월 09일,유성구,79022,75158,16590,83433,78980,17375,10.1,0.0,12.9,14.3
185,2023년 04월 10일,동구,156456,137826,40524,165529,144767,42244,12.6,0.0,12.9,15.3
186,2023년 04월 10일,서구,223724,194458,53849,233973,202440,55604,12.6,0.0,12.9,15.3
187,2023년 04월 10일,중구,119942,107630,26714,128111,113186,28013,12.6,0.0,12.9,15.3
188,2023년 04월 10일,대덕구,79353,71286,16527,84315,74876,17151,12.6,0.0,12.9,15.3
189,2023년 04월 10일,유성구,142377,129421,31682,150517,135925,33084,12.6,0.0,12.9,15.3
190,2023년 04월 11일,동구,142332,124850,37863,151010,131342,39555,14.7,0.0,13.0,13.2
191,2023년 04월 11일,서구,215248,186662,51605,225397,194562,53305,14.7,0.0,13.0,13.2
192,2023년 04월 11일,중구,112815,101751,25042,120985,107290,26319,14.7,0.0,13.0,13.2
193,2023년 04월 11일,대덕구,76355,68117,15627,81310,71567,16173,14.7,0.0,13.0,13.2
194,2023년 04월 11일,유성구,138515,124737,30212,146400,130994,31584,14.7,0.0,13.0,13.2
195,2023년 04월 12일,동구,151922,133386,39602,160771,140101,41265,10.9,0.0,13.0,14.7
196,2023년 04월 12일,서구,227118,197107,54551,238221,205826,56464,10.9,0.0,13.0,14.7
197,2023년 04월 12일,중구,118838,107603,26678,127433,113428,28003,10.9,0.0,13.0,14.7
198,2023년 04월 12일,대덕구,80135,71729,16518,85165,75283,17087,10.9,0.0,13.0,14.7
199,2023년 04월 12일,유성구,145951,131654,31802,154231,138296,33214,10.9,0.0,13.0,14.7
200,2023년 04월 13일,동구,154852,137042,40346,163664,143732,42057,13.5,0.0,13.0,16.1
201,2023년 04월 13일,서구,228369,197778,54869,238862,205943,56637,13.5,0.0,13.0,16.1
202,2023년 04월 13일,중구,119982,108675,26844,128063,114266,28076,13.5,0.0,13.0,16.1
203,2023년 04월 13일,대덕구,82879,73802,17029,87871,77253,17581,13.5,0.0,13.0,16.1
204,2023년 04월 13일,유성구,145157,131292,31532,153317,137788,32921,13.5,0.0,13.0,16.1
205,2023년 04월 14일,동구,158659,140818,39537,167976,147899,41246,15.1,0.0,13.1,16.2
206,2023년 04월 14일,서구,231456,200741,54491,242476,209264,56307,15.1,0.0,13.1,16.2
207,2023년 04월 14일,중구,123084,112299,26776,131413,117997,27983,15.1,0.0,13.1,16.2
208,2023년 04월 14일,대덕구,80629,71944,16450,85428,75330,17008,15.1,0.0,13.1,16.2
209,2023년 04월 14일,유성구,147976,133358,30850,156308,140033,32211,15.1,0.0,13.1,16.2
210,2023년 04월 15일,동구,116292,102835,25356,120942,106415,26154,12.5,13.2,13.1,14.0
211,2023년 04월 15일,서구,149210,128424,33159,156900,134179,34207,12.5,13.2,13.1,14.0
212,2023년 04월 15일,중구,86050,78146,16658,90679,81504,17290,12.5,13.2,13.1,14.0
213,2023년 04월 15일,대덕구,49313,42453,8691,51816,44252,9009,12.5,13.2,13.1,14.0
214,2023년 04월 15일,유성구,88860,80393,16813,93370,84155,17499,12.5,13.2,13.1,14.0
215,2023년 04월 16일,동구,101736,85005,20454,106118,88305,21190,10.9,0.0,13.1,13.1
216,2023년 04월 16일,서구,115970,100938,27101,122558,106026,28129,10.9,0.0,13.1,13.1
217,2023년 04월 16일,중구,69190,61677,13604,73013,64426,14186,10.9,0.0,13.1,13.1
218,2023년 04월 16일,대덕구,37537,32950,6382,39580,34366,6615,10.9,0.0,13.1,13.1
219,2023년 04월 16일,유성구,71533,67642,14546,75717,71077,15218,10.9,0.0,13.1,13.1
220,2023년 04월 17일,동구,154868,136414,40590,163488,142942,42226,13.6,0.0,13.2,16.2
221,2023년 04월 17일,서구,219566,191207,52939,229720,199079,54620,13.6,0.0,13.2,16.2
222,2023년 04월 17일,중구,118768,106713,26323,126672,112063,27577,13.6,0.0,13.2,16.2
223,2023년 04월 17일,대덕구,78962,70398,16283,83787,73843,16858,13.6,0.0,13.2,16.2
